num,nombre,partido,eleccion,estado,camara,propietario,twitter,facebook,youtube,pagina_personal,twitter_avatar
412,"Romero Valencia Salvador","PRI","Mayoría Relativa","Michoacán","D","PROPIETARIO","ChavoRomero","SalvadorRomeroValencia","SALVADOR ROMERO VALENCIA","","http://pbs.twimg.com/profile_images/3377306446/e11aa71394516c8ab465ae7a345c0a31_bigger.jpeg"
413,"Romo Fonseca Bárbara Gabriela","PVEM","Mayoría Relativa","Zacatecas","D","PROPIETARIO","barbararomo","BarbaraRomoF","Barbara Romo Fonseca","","http://pbs.twimg.com/profile_images/378800000684634267/f4248fa77922a0d78e6428d7fbb00ac5_bigger.jpeg"
414,"Rosas Montero Lizbeth Eugenia","PRD","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","","","","",
415,"Rosiñol Abreu Jorge","PAN","Representación Proporcional","Campeche","D","PROPIETARIO","RosinolJorge","","","","http://pbs.twimg.com/profile_images/3409801608/610b54513878e93ec055238effea386b_bigger.jpeg"
416,"Rubio Lara Blas Ramón","PRI","Mayoría Relativa","Sinaloa","D","PROPIETARIO","BLASRUBIO_","","","","http://pbs.twimg.com/profile_images/2005045359/320670_112546492194796_658956120_n_bigger.jpg"
417,"Ruiz Arriaga Genaro","PRI","Mayoría Relativa","Veracruz","D","PROPIETARIO","GenaroRuizA","genaroruizarriaga","","","http://pbs.twimg.com/profile_images/458772250204700672/r7acZg68_bigger.jpeg"
418,"Ruiz Moronatti Roberto","PRI","Mayoría Relativa","México","D","PROPIETARIO","","","RMORONATTI","",
419,"Ruiz Sandoval Cristina","PRI","Mayoría Relativa","México","D","PROPIETARIO","CristinaRuiz_S","ruizscristina","cristinanaucalpan","","http://pbs.twimg.com/profile_images/378800000767729168/012fe38bcc3686724a1813cd7078e8b5_bigger.jpeg"
420,"Sada Pérez Verónica","PAN","Representación Proporcional","Nuevo León","D","PROPIETARIO","VeroSadaP","","","","http://pbs.twimg.com/profile_images/421719840793980928/v5lmabp__bigger.jpeg"
421,"Sahui Rivero Mauricio","PRI","Mayoría Relativa","Yucatán","D","PROPIETARIO","mauriciosahui","MauricioSahui","mauriciosahuirivero","","http://pbs.twimg.com/profile_images/423703452699459584/Z8F8X8Rs_bigger.jpeg"
422,"Salazar Trejo Jessica","PRD","Mayoría Relativa","México","D","PROPIETARIO","jessica91398273","jessica.salazartrejo.9","","","http://pbs.twimg.com/profile_images/2199449105/389197_10150824107911382_678021381_9507740_264278610_n_bigger.jpg"
423,"Saldaña Fraire Graciela","PRD","Mayoría Relativa","Quintana Roo","D","PROPIETARIO","GracielaSaldana","","saldanagraciela","","http://pbs.twimg.com/profile_images/454021648165765120/V-U1JjL__bigger.png"
424,"Saldaña Hernández Margarita","PAN","Representación Proporcional","Distrito Federal","D","PROPIETARIO","MargaretSaldana","Msaldanah","","","http://pbs.twimg.com/profile_images/1842129201/image_bigger.jpg"
425,"Salgado Delgado Fernando","PRI","Representación Proporcional","México","D","PROPIETARIO","","","","",
426,"Salgado Parra Jorge","PRD","Mayoría Relativa","Guerrero","D","PROPIETARIO","jorgesalgado10//jorgesalgadop","jorgesalgado10","SalgadoPtv","",
427,"Salgado Peña Abel Octavio","PRI","Mayoría Relativa","Jalisco","D","PROPIETARIO","SalgadoAbel","AbelSalgadoPena","abelsalgadopena","","http://pbs.twimg.com/profile_images/447441580933128192/nltIb2MU_bigger.jpeg"
428,"Salinas Mendiola Glafiro","PAN","Mayoría Relativa","Tamaulipas","D","PROPIETARIO","GlafiroSalinas","Glafiro-Salinas-Mendiola","Glafiro Salinas Mendiola","","http://pbs.twimg.com/profile_images/2263859834/GSfotoBig2_para_web_ok_bigger.jpg"
429,"Salinas Garza José Arturo","PAN","Representación Proporcional","Nuevo León","D","PROPIETARIO","jarturosalinas","","","","http://pbs.twimg.com/profile_images/378800000583286714/1ebe1f1a427e1bfcc5bcca64639fca42_bigger.jpeg"
430,"Salinas Narváez Javier","PRD","Representación Proporcional","México","D","PROPIETARIO","DipJSalinas","javier.salinasnarvaez.9","javiersalinasnarvaez","",
431,"Salinas Pérez Josefina","PRD","Representación Proporcional","México","D","PROPIETARIO","","","","",
432,"Sámano Peralta Miguel","PVEM","Mayoría Relativa","México","D","PROPIETARIO","Miguelsamanop","miguelsamanop","SamanoMiguel","","http://pbs.twimg.com/profile_images/451413887036817408/yWcAT9IA_bigger.jpeg"
433,"Sampayo Ortiz Ramón Antonio","PAN","Representación Proporcional","Tamaulipas","D","PROPIETARIO","rasampayo","ramonantonio.sampayoortiz","","","http://pbs.twimg.com/profile_images/821008450/raso2_bigger.jpg"
434,"Samperio Montaño Juan Ignacio","MC","Representación Proporcional","México","D","PROPIETARIO","","","","",
435,"Sánchez Ruiz Mario","PAN","Representación Proporcional","Sonora","D","PROPIETARIO","mariosanchez_m","mario.sanchezruiz.397","","","http://pbs.twimg.com/profile_images/415505177173450752/xUsUdGt4_bigger.jpeg"
436,"Sánchez Camacho Alejandro","PRD","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","","Sánchez Camacho Alejandro","alejandrosanchez76","",
437,"Sánchez Cruz Leopoldo","PRI","Mayoría Relativa","Veracruz","D","PROPIETARIO","SanchezLeopoldo","leopoldo.pri","","","http://pbs.twimg.com/profile_images/1328563273/en_20tribuna_bigger.jpg"
438,"Sánchez Romero Carlos","PRI","Mayoría Relativa","Puebla","D","PROPIETARIO","CandidatoCarlos","Carlos-Sánchez-Romero","","","http://pbs.twimg.com/profile_images/3123596033/68d6e3dc5672f41ad9b0779f79f0bf02_bigger.jpeg"
439,"Sánchez Santiago María Guadalupe","PRI","Mayoría Relativa","Tlaxcala","D","PROPIETARIO","lupita_snchez","","","","http://pbs.twimg.com/profile_images/378800000380612840/e9c0bb10945b0e1fdbee4e12a384cf1e_bigger.jpeg"
440,"Sánchez Torres Guillermo","PRD","Representación Proporcional","Distrito Federal","D","PROPIETARIO","","guillermo.sancheztorres.39","","",
441,"Sansores Sastre Antonio","PRD","Mayoría Relativa","Tabasco","D","PROPIETARIO","AntonioSansores","AntonioSansoresSastre","ANTONIOSANSORES","","http://pbs.twimg.com/profile_images/3723973243/fec1986e527c55f76af8a7a9140e8437_bigger.jpeg"
442,"Schroeder Verdugo María Fernanda","PRI","Mayoría Relativa","Baja California","D","PROPIETARIO","","FernandaPorTi02","","",
443,"Serralde Martínez Víctor","PAN","Mayoría Relativa","Veracruz","D","PROPIETARIO","Vserralde","VictorSerraldeMartinez","","","http://abs.twimg.com/sticky/default_profile_images/default_profile_6_bigger.png"
444,"Serrano Toledo Rosendo","PRD","Representación Proporcional","Oaxaca","D","PROPIETARIO","RosendoSerranoT","rosendo.serranotoledo","","","http://pbs.twimg.com/profile_images/2626751762/1qzoh3tcknwhrrn6bfp2_bigger.png"
445,"Sosa Altamira William Renan","PRI","Mayoría Relativa","Yucatán","D","PROPIETARIO","WilliamSosaA","WilliamSosaAltamira","","","http://pbs.twimg.com/profile_images/444892740627599361/JvrNSjXT_bigger.jpeg"
446,"Sosa Govea Martha Leticia","PAN","Representación Proporcional","Colima","D","PROPIETARIO","martha_sosa1","marthaleticia.sosagovea","MarthaSosaGovea","","http://pbs.twimg.com/profile_images/2765348304/5519b1abe69fa32dc88d854e2642ec2c_bigger.png"
447,"Soto Martínez José","MC","Mayoría Relativa","Oaxaca","D","PROPIETARIO","josesm2","diputadojose.soto","José Soto Martínez","","http://pbs.twimg.com/profile_images/2200906280/Jose_soto_martinez_bigger.jpeg"
448,"Sotomayor Chávez Jorge Francisco","PAN","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","Jorge_Sotomayor","sotomayor.jorge","jorgesotomayor15","","http://pbs.twimg.com/profile_images/378800000762464866/2f6bd419f54e5532bf6007785482c741_bigger.png"
449,"Talamante Lemas Dora María Guadalupe","PANAL","Representación Proporcional","Sonora","D","PROPIETARIO","Dora_Talamante","DoraMariaTalamante","","","http://pbs.twimg.com/profile_images/378800000477030955/beede3d916932af97bf8c1b8b7a7ce4e_bigger.jpeg"
450,"Tapia Fonllem Margarita Elena","PRD","Representación Proporcional","Distrito Federal","D","PROPIETARIO","elena_tapiaf","margaritaelena.tapiafonllem","elenatapiafonllem","","http://pbs.twimg.com/profile_images/441358648795602944/yeUuiQjg_bigger.jpeg"
451,"Terán Guevara María Rebeca","PRI","Mayoría Relativa","San Luis Potosí","D","PROPIETARIO","","","","",
452,"Terán Juárez Jorge","PRI","Mayoría Relativa","San Luis Potosí","D","PROPIETARIO","","jorge.teranjuarez","","",
453,"Torres Cofiño Marcelo de Jesús","PAN","Mayoría Relativa","Coahuila","D","PROPIETARIO","marcelotorresc","marcelotorresc","marcelotorrescofino","","http://pbs.twimg.com/profile_images/378800000826896923/50785f6dd97130675d2fa362512d4b3b_bigger.png"
454,"Torres Félix Sergio","PRI","Mayoría Relativa","Sinaloa","D","PROPIETARIO","SergioTorresCLN","sergiotorresfelix","","","http://pbs.twimg.com/profile_images/378800000212701607/cb0a6a9e7971a3b97d66aea96cc30042_bigger.png"
455,"Torres Flores Araceli","PT","Representación Proporcional","Veracruz","D","PROPIETARIO","","","","",
456,"Torres Mercado Tomás","PVEM","Representación Proporcional","Zacatecas","D","PROPIETARIO","Tomas_Torres","tomastorresmercado","","","http://pbs.twimg.com/profile_images/1140240281/44207_159879864036007_100000419838239_408312_5960557_n_bigger.jpg"
457,"Tovar Aragón Crystal","PRD","Representación Proporcional","Chihuahua","D","PROPIETARIO","CrystalTovar","Crystal-Tovar-Aragón","","","http://pbs.twimg.com/profile_images/433339554825662464/zJEtF80W_bigger.jpeg"
458,"Trejo Reyes José Isabel","PAN","Representación Proporcional","Zacatecas","D","PROPIETARIO","","joseisabel.trejo","joseisabeltrejo","",
459,"Treviño Cantú Javier","PRI","Representación Proporcional","Nuevo León","D","PROPIETARIO","javier_trevino","","javiertrevino","","http://pbs.twimg.com/profile_images/2030562039/ts_bigger.jpg"
460,"Treviño Villarreal Pedro Pablo","PRI","Mayoría Relativa","Nuevo León","D","PROPIETARIO","PedroPabloTrev","PedroPabloTrevino","pedropablotrevino","","http://pbs.twimg.com/profile_images/451387147912617985/c5mBcQSD_bigger.jpeg"
461,"Ugalde Alegría Aurora Denisse","PRI","Mayoría Relativa","México","D","PROPIETARIO","denisse_ugalde","DenisseUgaldeAlegria","denisseugaldealegria","","http://pbs.twimg.com/profile_images/454451980237152257/3A8Y-GxR_bigger.jpeg"
462,"Urciel Castañeda María Celia","PAN","Representación Proporcional","Nayarit","D","PROPIETARIO","","","","",
463,"Uribe Padilla Juan Carlos","PAN","Representación Proporcional","México","D","PROPIETARIO","","juancarlos.uribepadilla","Juan Carlos Uribe Padilla","",
464,"Valanci Buzali Simón","PRI","Representación Proporcional","Chiapas","D","PROPIETARIO","DipSimonValanci","","","","http://pbs.twimg.com/profile_images/430430080460795905/Z87t3HYc_bigger.jpeg"
465,"Valdés Palazuelos Jesús Antonio","PRI","Mayoría Relativa","Sinaloa","D","PROPIETARIO","ChuyValdesP","jesusvaldespalazuelos","","","http://pbs.twimg.com/profile_images/3193708066/8f7c75f9b9c8655dda90fdfa55338ddf_bigger.jpeg"
466,"Valencia Ramírez Aída Fabiola","MC","Mayoría Relativa","Oaxaca","D","PROPIETARIO","aidavalencialox","aidafvalencia","","","http://pbs.twimg.com/profile_images/2160540748/2_bigger.jpg"
467,"Valladares Couoh Cinthya Noemí","PAN","Representación Proporcional","Yucatán","D","PROPIETARIO","Cinthyavalladar","Cinthya-Valladares-Couoh","","","http://pbs.twimg.com/profile_images/418616270070640640/C2gKDupL_bigger.jpeg"
468,"Valle Magaña José Luis","MC","Representación Proporcional","Jalisco","D","PROPIETARIO","@PepeValleM","","","","http://pbs.twimg.com/profile_images/3373442582/0939344a31c520f72ad1b6b891a42b9e_bigger.jpeg"
469,"Valles Sampedro Lorenia Iveth","PRD","Representación Proporcional","Sonora","D","PROPIETARIO","LoreniaValles","Dip-Lorenia-Valles-Sampedro","Lorenia Valles Sampedro","","http://pbs.twimg.com/profile_images/454441580712062976/W0rFFudH_bigger.jpeg"
470,"Vargas Martín del Campo Elizabeth","PAN","Mayoría Relativa","Guanajuato","D","PROPIETARIO","lizvargasmc","lizvargas.mc","","","http://pbs.twimg.com/profile_images/2348068122/ew58o7s6xzer492itftb_bigger.jpeg"
471,"Vargas Pérez Nelly del Carmen","MC","Representación Proporcional","Tabasco","D","PROPIETARIO","Nelly_Vargas","NellyVargasPerez","","","http://pbs.twimg.com/profile_images/412386806114418688/TxZ7tS4S_bigger.jpeg"
472,"Vargas Vargas Laura Guadalupe","PRI","Mayoría Relativa","Puebla","D","PROPIETARIO","gpe_vargas1","lauraguadalupevargasvargas1","","","http://pbs.twimg.com/profile_images/441243163169026048/ONNW15AF_bigger.jpeg"
473,"Vásquez Villanueva Martín de Jesús","PRI","Representación Proporcional","Oaxaca","D","PROPIETARIO","EquipoMVV","martin.vasquezvillanueva","vasquezvillanueva","","http://pbs.twimg.com/profile_images/2606554848/martin_20vazquez_5_bigger.jpg"
474,"Vázquez Parissi Ponciano","PRI","Mayoría Relativa","Veracruz","D","PROPIETARIO","PoncianoVP","ponciano.vazquez","","","http://pbs.twimg.com/profile_images/2095492818/537988_2903491788040_1282847328_32125706_375374951_n_bigger.jpg"
475,"Vázquez Saut Regina","PRI","Mayoría Relativa","Veracruz","D","PROPIETARIO","Regina_Vazquez","ReginaVazquezSaut","ReginaVazquezTV","","http://pbs.twimg.com/profile_images/2278350557/mrkar11qh344u6vy5hd4_bigger.jpeg"
476,"Vega Vázquez José Humberto","PT","Mayoría Relativa","Tlaxcala","D","PROPIETARIO","","josehumberto.vegavazquez","","",
477,"Vela Reyes Marco Alonso","PRI","Mayoría Relativa","Yucatán","D","PROPIETARIO","MarcoVelaR","marcoalonso.velareyes","","","http://pbs.twimg.com/profile_images/2350560375/svczg92va3wdbfzcjzy6_bigger.jpeg"
478,"Velasco Orozco Víctor Hugo","PRI","Mayoría Relativa","Hidalgo","D","PROPIETARIO","VictorVelascoO","victor.velascoorozco.1","","","http://pbs.twimg.com/profile_images/378800000152276099/6788673382dd213b05f53090c97e6b7f_bigger.jpeg"
479,"Velázquez Díaz María Guadalupe","PRI","Mayoría Relativa","Guanajuato","D","PROPIETARIO","Dip_Lupita","María Guadalupe Velázquez Díaz","","","http://pbs.twimg.com/profile_images/453265482456371200/Ecuxo5PK_bigger.jpeg"
480,"Velázquez Ramírez Diana Karina","PRI","Mayoría Relativa","Chihuahua","D","PROPIETARIO","DianaKarinaVR","DKVR09","","","http://pbs.twimg.com/profile_images/2005580169/Captura_de_pantalla_2012-03-31_a_la_s__19.27.35_bigger.png"
481,"Velázquez Sánchez Maricela","PRI","Representación Proporcional","Morelos","D","PROPIETARIO","MaricelaMVS","maricelamvs","","","http://pbs.twimg.com/profile_images/378800000563759170/7b5510514b46bfc147677073ca610f0f_bigger.jpeg"
482,"Villafuerte Trujillo Amilcar Augusto","PVEM","Mayoría Relativa","Chiapas","D","PROPIETARIO","","","","",
483,"Villalobos Seañez Jorge Iván","PAN","Representación Proporcional","Sinaloa","D","PROPIETARIO","JVillalobosS","JorgeVillalobosS","","","http://pbs.twimg.com/profile_images/378800000480343833/8108fca8b8e600cad789270c51e80adc_bigger.jpeg"
484,"Villanueva Albarrán Gerardo","MC","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","VillanuevaSi","dip.villanueva","","","http://pbs.twimg.com/profile_images/3641598181/50ae7637945a2f5251bad24b09c9cde6_bigger.jpeg"
485,"Villarreal García Ricardo","PAN","Mayoría Relativa","Guanajuato","D","PROPIETARIO","VillarrealRic","RicardoVillarrealGarcia01","","","http://pbs.twimg.com/profile_images/378800000283731046/0a7fce087545d553a8b9ee9ab148adc2_bigger.jpeg"
486,"Villarreal García Luis Alberto","PAN","Representación Proporcional","Guanajuato","D","PROPIETARIO","VillarrealGTO","luis.a.villarreal.98","","","http://pbs.twimg.com/profile_images/453287419207372800/cUYtM9Tk_bigger.jpeg"
487,"Villaseñor Gudiño Blanca María","PRI","Representación Proporcional","Michoacán","D","PROPIETARIO","","villasenorgudino","","",
488,"Villaseñor Vargas María de la Paloma","PRI","Representación Proporcional","Distrito Federal","D","PROPIETARIO","palomavpri","palomavillasenorv","","","http://pbs.twimg.com/profile_images/2656940914/439fe3085208401033e1953cc9904553_bigger.png"
489,"Vital Vera Martha Edith","PVEM","Representación Proporcional","Chiapas","D","PROPIETARIO","","","","",
490,"Vitela Rodríguez Alma Marina","PRI","Mayoría Relativa","Durango","D","PROPIETARIO","Marina_Vitela","Marina.Vitela2012","Marina Vitela","","http://pbs.twimg.com/profile_images/2909497641/5a5a3ab99e088c8baf0c807f58bbafcc_bigger.jpeg"
491,"Yamamoto Cázares Beatriz Eugenia","PAN","Representación Proporcional","Guanajuato","D","PROPIETARIO","BettyYamamoto","BettyYamamoto57","","","http://pbs.twimg.com/profile_images/2138648859/image_bigger.jpg"
492,"Yáñez Robles Elizabeth Oswelia","PAN","Representación Proporcional","Guanajuato","D","PROPIETARIO","BetsieYanez","","","","http://pbs.twimg.com/profile_images/3473423408/8db984a88969646713ad312c10b89d19_bigger.jpeg"
493,"Zacarías Capuchino Darío","PRI","Mayoría Relativa","México","D","PROPIETARIO","DARIODIPUTADO","dipdario.zacariascapuchino","","","http://pbs.twimg.com/profile_images/845582202/pic.dario_-_copia_bigger.jpg"
494,"Zamora García Alfredo","PAN","Representación Proporcional","Baja California Sur","D","PROPIETARIO","","alfredo.zamoragarcia.31","","",
495,"Zamora Morales Fernando","PRI","Mayoría Relativa","México","D","PROPIETARIO","Fernando_Zamora","Fernando-Zamora-Morales","","","http://pbs.twimg.com/profile_images/2560210672/cfoemp0nkxniywpp06yb_bigger.jpeg"
496,"Zárate Salgado Fernando","PRD","Mayoría Relativa","Distrito Federal","D","PROPIETARIO","FernandoZarateS","","","","http://pbs.twimg.com/profile_images/2143619685/560316_10150648645655913_595040912_9613559_167165356_n_bigger.jpg"
497,"Zavala Peniche María Beatriz","PAN","Representación Proporcional","Yucatán","D","PROPIETARIO","BeatrizZavala","beatrizzavalapeniche","beatrizzavala","","http://pbs.twimg.com/profile_images/433711402843262977/w15D568a_bigger.jpeg"
498,"Zavaleta Salgado Ruth","PVEM","Representación Proporcional","Distrito Federal","D","PROPIETARIO","Zavaleta_Ruth","ruth.zavaleta.338","","","http://pbs.twimg.com/profile_images/3342717914/833ea2ce7b575db7b4397c8748c43f51_bigger.jpeg"
499,"Zepeda Vidales Damián","PAN","Mayoría Relativa","Sonora","D","PROPIETARIO","damianzepeda","","","","http://pbs.twimg.com/profile_images/378800000821349689/1b31ae9035b672a4d775a46723e28524_bigger.jpeg"
500,"Zepeda González Francisco Alberto","PRI","Mayoría Relativa","Colima","D","PROPIETARIO","PicoZepeda","","","","http://pbs.twimg.com/profile_images/378800000261617197/135ba43e21a9641756f4b2b2d41f68b6_bigger.jpeg"
501,"Aispuro Torres José Rosas","PAN","Primera Minoría","Durango","S","PROPIETARIO","AispuroDurango","JoseRosasAispuroTorres","","","http://pbs.twimg.com/profile_images/415290198277103617/NbFX2LRc_bigger.jpeg"
502,"Albores Gleason Roberto Armando","PRI","Mayoría Relativa","Chiapas","S","PROPIETARIO","ralbores","Albores.Gleason","tuvozesmipalabra","","http://pbs.twimg.com/profile_images/452980498449457152/foo4nIjD_bigger.jpeg"
503,"Alcalá Ruiz Blanca María del Socorro","PRI","Mayoría Relativa","Puebla","S","PROPIETARIO","SoyBlancaAlcala","SoyBlancaAyala","","","http://pbs.twimg.com/profile_images/378800000098747423/8a7897d8383b4202299ea410bec1fdea_bigger.jpeg"
504,"Álvarez García Ivonne Liliana","PRI","Mayoría Relativa","Nuevo León","S","PROPIETARIO","alvarez_ivonne","IvonneAlvarezGarcia","IvonneSenado","www.ivonnealvarez.com","http://pbs.twimg.com/profile_images/378800000860262533/TKvjLhpW_bigger.jpeg"
505,"Amador Gaxiola Daniel","PRI","Mayoría Relativa","Sinaloa","S","PROPIETARIO","danielamadorg","danielamadorgaxiola","danielamadorgaxiola","www.danielamador.org","http://pbs.twimg.com/profile_images/2702592654/bfd16a0a3a243e199bc6b23b8b144b48_bigger.png"
506,"Araujo Lara Angélica del Rosario","PRI","Primera Minoría","Yucatán","S","PROPIETARIO","AngelicaAraujo","Angélica-Araujo-Lara","angelicaaraujolara","www.angelicaarujo.com.mx","http://pbs.twimg.com/profile_images/428650534887649280/GZcP3rw3_bigger.jpeg"
507,"Arriola Gordillo Mónica Tzasna","PANAL","Representación Proporcional","","S","PROPIETARIO","MonicaArriola","MonicaArriolaG","","","http://pbs.twimg.com/profile_images/378800000678799068/8f9ccdb245d94b141cbb975130f04e73_bigger.jpeg"
508,"Ávila Ruiz Daniel Gabriel","PAN","Mayoría Relativa","Yucatán","S","PROPIETARIO","danielavilamx","danielgabrielavila","","danielavilaruiz.mx","http://pbs.twimg.com/profile_images/3091519279/e98493417a357d5ca69536aaa2fb870f_bigger.jpeg"
509,"Ayala Almeida Joel","PRI","Representación Proporcional","","S","PROPIETARIO","JoelAyalaA","","","","http://pbs.twimg.com/profile_images/3486242643/3ee6c17ab7281b8a4c77e73b85525b25_bigger.jpeg"
510,"Barbosa Huerta Luis Miguel Gerónimo","PRD","Representación Proporcional","","S","PROPIETARIO","SenBarbosa","Lmiguel.Barbos","LMiguelBarbosa","","http://pbs.twimg.com/profile_images/425729834828836864/cFqvm8bL_bigger.jpeg"
511,"Barrales Magdaleno María Alejandra","PRD","Mayoría Relativa","Distrito Federal","S","PROPIETARIO","Ale_BarralesM","AlejandraBarrales","AlejandraBarralesM","www.alejandrabarrales.com.mx","http://pbs.twimg.com/profile_images/453677143411531777/LCRkNECh_bigger.jpeg"
512,"Barrera Tapia María Elena","PVEM","Mayoría Relativa","México","S","PROPIETARIO","mariaelenabt","MariaElenaBarreraT","mariaelenabt","","http://pbs.twimg.com/profile_images/448932693829365760/FwuOsjAG_bigger.jpeg"
513,"Barroso Agramont Ricardo","PRI","Mayoría Relativa","Baja California Sur","S","PROPIETARIO","RicardoBarrosoA","RicardoBarrosoAgramont","","www.ricardobarroso.com.mx","http://pbs.twimg.com/profile_images/455460904373473280/aK47QjZF_bigger.jpeg"
514,"Bartlett Díaz Manuel","PT","Representación Proporcional","","S","PROPIETARIO","ManuelBartlett","manuel.bartlettdiaz.9","","","http://pbs.twimg.com/profile_images/3162450242/fecf32bbbd9cf913fa86bb02bfc78ee7_bigger.jpeg"
515,"Beristain Navarrete Luz María","PRD","Primera Minoría","Quintana Roo","S","PROPIETARIO","LuzMaBeristain","beristain.luz.maria","luzmaberistain","www.luzmariaberistain.com","http://pbs.twimg.com/profile_images/440901924028559360/ziYUwDdE_bigger.jpeg"
516,"Blásquez Salinas Marco Antonio","PT","Primera Minoría","Baja California","S","PROPIETARIO","marcobla2","MarcoAntonioBlásquezSalinasSomosunaBonitaFamilia","Marco Blasquez","",
517,"Burgos García Enrique","PRI","Primera Minoría","Querétaro","S","PROPIETARIO","EnriqueBurgosG","EnriqueBurgosQro","EnriqueBurgosG2012","www.enriqueburgosgarcia.com","http://pbs.twimg.com/profile_images/421809762905227265/x1zUXtUg_bigger.jpeg"
518,"Búrquez Valenzuela Francisco de Paula","PAN","Primera Minoría","Sonora","S","PROPIETARIO","","","","",
519,"Calderón Hinojosa Luisa María de Guadalupe","PAN","Representación Proporcional","","S","PROPIETARIO","CocoaCalderon","Cocoa.Calderón.H","luisamariacalderon","","http://pbs.twimg.com/profile_images/447097057099018241/uOvsKatw_bigger.jpeg"
520,"Camacho Solís Víctor Manuel","PRD","Representación Proporcional","","S","PROPIETARIO","","Manuel-Camacho-Solìs","","",
521,"Casillas Romero Jesús","PRI","Mayoría Relativa","Jalisco","S","PROPIETARIO","JesusCasillas06","jesuscasillas06","Jcasillas06","www.jesuscasillas.com","http://pbs.twimg.com/profile_images/378800000430703769/ba74d5f1be585be39acde322d97f70b9_bigger.jpeg"
522,"Cavazos Lerma Manuel","PRI","Primera Minoría","Tamaulipas","S","PROPIETARIO","mclsenador","Manuel-Cavazos-Lerma","manuelcavazoslerma","","http://pbs.twimg.com/profile_images/1993789551/389201_259156184176110_218399351585127_571804_817123994_n_bigger.jpg"
523,"Cervantes Andrade Raúl","PRI","Representación Proporcional","","S","PROPIETARIO","","","","",
524,"Chico Herrera Miguel Ángel","PRI","Primera Minoría","Guanajuato","S","PROPIETARIO","MiguelChicoOfl","ChicoHerreraMA","","","http://pbs.twimg.com/profile_images/2279897852/1qwdbuik1n5goyof64fm_bigger.jpeg"
525,"Cordero Arroyo Ernesto Javier","PAN","Representación Proporcional","","S","PROPIETARIO","ErnestoCordero","ernestocorderoarroyo","ErnestoCorderoA","ernestocordero.mx","http://pbs.twimg.com/profile_images/445615958321680384/mfhCEl19_bigger.jpeg"
526,"Corral Jurado Javier","PAN","Primera Minoría","Chihuahua","S","PROPIETARIO","Javier_Corral","javiercorralj","JavierCorralJurado","www.javiercorral.org","http://pbs.twimg.com/profile_images/378800000747735445/5efd2dfa80d5364da5108fb3dc81612b_bigger.jpeg"
527,"Cota Jiménez Manuel Humberto","PRI","Mayoría Relativa","Nayarit","S","PROPIETARIO","ManuelCota","Manuel-Cota-Jimenez","","","http://pbs.twimg.com/profile_images/2904681642/af01684073e308fad70452327aa88a6f_bigger.jpeg"
528,"Cuéllar Cisneros Lorena","PRD","Mayoría Relativa","Tlaxcala","S","PROPIETARIO","LorenaCuellar","LorenaCuellarCisneros","","","http://pbs.twimg.com/profile_images/454020515850502144/vCi10yHd_bigger.jpeg"
529,"Cuevas Barrón Gabriela","PAN","Representación Proporcional","","S","PROPIETARIO","GabyCuevas","EstoyConGaby","EstoyConGaby","www.gabrielacuevas.org","http://pbs.twimg.com/profile_images/413701930104258560/ToonhfFH_bigger.jpeg"
530,"Dávila Fernández Adriana","PAN","Primera Minoría","Tlaxcala","S","PROPIETARIO","AdrianaDavilaF","Adriana-Dávila","Adriana Dávila Fernández","","http://pbs.twimg.com/profile_images/378800000766924038/56d3675fa6974b4df7f8f673da94dde3_bigger.jpeg"
531,"De la Peña Gómez Angélica","PRD","Representación Proporcional","","S","PROPIETARIO","angelicadelap","angelica.delapenagomez","Angelicadelapena","","http://pbs.twimg.com/profile_images/425383532110684160/wwsRUSB2_bigger.jpeg"
532,"Delgado Carrillo Mario Martín","PRD","Mayoría Relativa","Distrito Federal","S","PROPIETARIO","mario_delgado1","mariodelgadocarrillo","mariodelgadocarrillo","www.mariodf.mx","http://pbs.twimg.com/profile_images/426468170522578944/YiK4ovD__bigger.jpeg"
533,"Demédicis Hidalgo Fidel","PRD","Mayoría Relativa","Morelos","S","PROPIETARIO","fideldemedicis","Fidel-Demédicis-Hidalgo","","","http://pbs.twimg.com/profile_images/420717379631325184/M62b4k9D_bigger.jpeg"
534,"Díaz Lizama Rosa Adriana","PAN","Mayoría Relativa","Yucatán","S","PROPIETARIO","RosaAdrianaMx","","","",
535,"Díaz Salazar María Cristina","PRI","Representación Proporcional","","S","PROPIETARIO","Cristina_Diaz_S","RosaAdrianaDiazLizama","","","http://pbs.twimg.com/profile_images/378800000368160490/3e0f6959e0c9f0580eaa3f4536b0cf07_bigger.jpeg"
536,"Domínguez Servién Francisco","PAN","Mayoría Relativa","Querétaro","S","PROPIETARIO","","Francisco-Domínguez-Servién","","",
537,"Encinas Rodríguez Alejandro de Jesús","PRD","Primera Minoría","México","S","PROPIETARIO","A_Encinas_R","UnidosPodemosMas","sandraprd1","www.alejandroencinas.com.mx","http://pbs.twimg.com/profile_images/429313232172351488/vbp4rcrv_bigger.jpeg"
